,Name,ID,State,Network,County,Elevation_feet,Latitude,Longitude
1073,Lamoille_#3,570,NV,SNOTEL,Elko,8051,40.64,-115.38
1074,Laprele_Creek,571,WY,SNOTEL,Converse,8375,42.44,-105.86
1075,Larsen_Creek,1134,WY,SNOTEL,Sublette,9000,42.58,-109.09
1076,Lasal_Mountain,572,UT,SNOTEL,Grand,9578,38.48,-109.27
1077,Lasal_Mountain-Lower,1215,UT,SNOTEL,San_Juan,8783,38.48,-109.29
1078,Laurel_Draw,573,NV,SNOTEL,Elko,6682,41.78,-116.03
1079,Leavitt_Lake,574,CA,SNOTEL,Mono,9604,38.28,-119.61
1080,Leavitt_Meadows,575,CA,SNOTEL,Mono,7198,38.3,-119.55
1081,Lee_Canyon,1112,NV,SNOTEL,Clark,8626,36.31,-115.68
1082,Lewis_Lake_Divide,577,WY,SNOTEL,Teton,7850,44.21,-110.67
1083,Lewis_Peak,1006,NV,SNOTEL,Lander,7400,40.36,-116.86
1084,Lick_Creek,578,MT,SNOTEL,Gallatin,6860,45.5,-110.97
1085,Lightning_Ridge,1056,UT,SNOTEL,Weber,8215,41.36,-111.49
1086,Lily_Lake,579,UT,SNOTEL,Summit,9133,40.86,-110.8
1087,Lily_Pond,580,CO,SNOTEL,Conejos,11000,37.38,-106.55
1088,Little_Bear,582,UT,SNOTEL,Cache,6548,41.41,-111.83
1089,Little_Chena_Ridge,947,AK,SNOTEL,Fairbanks_North_Star,2000,65.12,-146.73
1090,Little_Goose,1131,WY,SNOTEL,Johnson,8870,44.54,-107.18
1091,Little_Grassy,583,UT,SNOTEL,Washington,6065,37.49,-113.85
1092,Little_Snake_River,1047,WY,SNOTEL,Carbon,8915,41.07,-106.94
1093,Little_Valley,1242,NV,SNOTEL,Washoe,6493,39.25,-119.88
1094,Lizard_Head_Pass,586,CO,SNOTEL,Dolores,10200,37.8,-107.92
1095,Lobdell_Lake,587,CA,SNOTEL,Mono,9249,38.44,-119.37
1096,Lone_Cone,589,CO,SNOTEL,San_Miguel,9600,37.89,-108.2
1097,Lonesome_Beaver,1261,UT,SNOTEL,Garfield,9410,38.07,-110.77
1098,Long_Draw_Resv,1123,CO,SNOTEL,Larimer,9980,40.51,-105.77
1099,Long_Flat,592,UT,SNOTEL,Washington,7982,37.51,-113.4
1100,Long_Valley,1016,ID,SNOTEL,Valley,4890,44.79,-116.09
1101,Long_Valley_Jct,593,UT,SNOTEL,Kane,7465,37.49,-112.51
1102,Lookout,594,ID,SNOTEL,Shoshone,5140,47.46,-115.71
1103,Lookout_Peak,596,UT,SNOTEL,Salt_Lake,8161,40.84,-111.71
1104,Lost_Creek_Resv,1118,UT,SNOTEL,Morgan,6082,41.22,-111.36
1105,Lost_Dog,940,CO,SNOTEL,Routt,9320,40.82,-106.75
1106,Lost_Horse,599,WA,SNOTEL,Yakima,5120,46.36,-121.08
1107,Louis_Meadow,972,UT,SNOTEL,Salt_Lake,6700,40.83,-111.76
1108,Lynx_Pass,607,CO,SNOTEL,Routt,8880,40.08,-106.67
1109,Madison_Butte,608,OR,SNOTEL,Morrow,5150,45.11,-119.5
1110,Magic_Mountain,610,ID,SNOTEL,Twin_Falls,6880,42.18,-114.29
1111,Mammoth-Cottonwood,612,UT,SNOTEL,Sanpete,8709,39.68,-111.32
1112,Many_Glacier,613,MT,SNOTEL,Glacier,4900,48.8,-113.67
1113,Marlette_Lake,615,NV,SNOTEL,Carson_City,7884,39.16,-119.9
1114,Marten_Ridge,999,WA,SNOTEL,Whatcom,3520,48.76,-121.7
1115,Mcneil_River_SGS,1191,AK,SNOTEL,Kenai_Peninsula,140,59.08,-154.28
1116,Med_Bow,1196,WY,SNOTEL,Carbon,10500,41.38,-106.35
1117,Medano_Pass,914,CO,SNOTEL,Saguache,9649,37.85,-105.44
1118,Merchant_Valley,621,UT,SNOTEL,Beaver,8705,38.3,-112.44
1119,Merritt_Mountain,1207,NV,SNOTEL,Elko,6908,41.89,-115.86
1120,MF_Nooksack,1011,WA,SNOTEL,Whatcom,4970,48.82,-121.93
1121,Mica_Creek,623,ID,SNOTEL,Shoshone,4510,47.15,-116.27
1122,Michigan_Creek,937,CO,SNOTEL,Park,10600,39.44,-105.91
1123,Midas,1206,NV,SNOTEL,Elko,6635,41.27,-116.8
1124,Middle_Fork_Camp,1014,CO,SNOTEL,Grand,8940,39.8,-106.03
1125,Midway_Valley,626,UT,SNOTEL,Iron,9827,37.57,-112.84
1126,Mill-D_North,628,UT,SNOTEL,Salt_Lake,8963,40.66,-111.64
1127,Miller_Woods,1084,OR,SNOTEL,Yamhill,420,45.25,-123.28
1128,Mining_Fork,631,UT,SNOTEL,Tooele,8295,40.49,-112.61
1129,Monahan_Flat,1094,AK,SNOTEL,Matanuska-Susitna,2710,63.31,-147.65
1130,Monitor_Pass,633,CA,SNOTEL,Alpine,8306,38.67,-119.61
1131,Monte_Cristo,634,UT,SNOTEL,Cache,8932,41.47,-111.5
1132,Monument_Creek,949,AK,SNOTEL,Fairbanks_North_Star,1850,65.08,-145.87
1133,Moore_Creek_Bridge,1176,AK,SNOTEL,Skagway,2250,59.59,-135.21
1134,Mormon_Mountain,640,AZ,SNOTEL,Coconino,7500,34.94,-111.52
1135,Mormon_Mtn_Summit,1125,AZ,SNOTEL,Coconino,8500,34.97,-111.51
1136,Mosby_Mtn.,643,UT,SNOTEL,Uintah,9553,40.61,-109.89
1137,Moscow_Mountain,989,ID,SNOTEL,Latah,4700,46.81,-116.85
1138,Moses_Mtn,644,WA,SNOTEL,Okanogan,5010,48.36,-119.08
1139,Mosquito_Ridge,645,ID,SNOTEL,Shoshone,5200,48.06,-116.23
1140,Moss_Springs,647,OR,SNOTEL,Union,5760,45.27,-117.69
1141,Mount_Lockhart,649,MT,SNOTEL,Teton,6400,47.92,-112.82
1142,Mt._Howard,653,OR,SNOTEL,Wallowa,7910,45.27,-117.17
1143,Mt._Ryan,948,AK,SNOTEL,Fairbanks_North_Star,2800,65.25,-146.15
1144,Mt_Baldy,1224,UT,SNOTEL,Sanpete,9524,39.14,-111.51
1145,Mt_Pennell,1269,UT,SNOTEL,Garfield,9209,37.98,-110.79
1146,Mt_Rose_Ski_Area,652,NV,SNOTEL,Washoe,8801,39.32,-119.89
1147,Mud_Flat,654,ID,SNOTEL,Owyhee,5730,42.6,-116.56
1148,Munson_Ridge,950,AK,SNOTEL,Fairbanks_North_Star,3100,64.85,-146.21
1149,Myrtle_Creek,1053,ID,SNOTEL,Boundary,3520,48.72,-116.46
1150,Navajo_Whiskey_Ck,1138,NM,SNOTEL,San_Juan,9050,36.18,-108.95
1151,Nevada_Ridge,903,MT,SNOTEL,Lewis_And_Clark,7020,46.84,-112.51
1152,Nuka_Glacier,1037,AK,SNOTEL,Kenai_Peninsula,1250,59.7,-150.71
1153,Oak_Creek,1146,UT,SNOTEL,Millard,7850,39.35,-112.33
1154,ONeil_Creek,1272,NV,SNOTEL,Elko,6520,41.86,-115.08
1155,Palo,1170,NM,SNOTEL,Taos,9350,36.41,-105.33
1156,Panguitch_Lake_RS,1148,UT,SNOTEL,Garfield,8350,37.7,-112.65
1157,Paradise,679,WA,SNOTEL,Pierce,5130,46.78,-121.75
1158,Park_Cone,680,CO,SNOTEL,Gunnison,9600,38.82,-106.59
1159,Park_Creek_Ridge,681,WA,SNOTEL,Chelan,4600,48.44,-120.92
1160,Park_Reservoir,682,CO,SNOTEL,Delta,9960,39.05,-107.87
1161,Parleys_Summit,684,UT,SNOTEL,Summit,7585,40.76,-111.63
1162,Parrish_Creek,971,UT,SNOTEL,Davis,7740,40.93,-111.81
1163,Payson_R.S.,686,UT,SNOTEL,Utah,8044,39.93,-111.63
1164,Phantom_Valley,688,CO,SNOTEL,Grand,9030,40.4,-105.85
1165,Pickle_Keg,691,UT,SNOTEL,Sevier,9020,39.01,-111.58
1166,Pierce_R.S.,1142,ID,SNOTEL,Clearwater,3080,46.5,-115.8
1167,Pine_Creek,694,UT,SNOTEL,Millard,8734,38.88,-112.25
1168,Pocket_Creek,1133,WY,SNOTEL,Sublette,9360,42.71,-109.41
1169,Poison_Flat,697,CA,SNOTEL,Alpine,7736,38.51,-119.63
1170,Pole_Canyon,1244,NV,SNOTEL,Elko,7760,40.86,-115.12
1171,Pole_Creek_R.S.,698,NV,SNOTEL,Elko,8330,41.87,-115.25
1172,Porphyry_Creek,701,CO,SNOTEL,Gunnison,10760,38.49,-106.34
1173,Port_Graham,987,AK,SNOTEL,Kenai_Peninsula,300,59.35,-151.85
1174,Prudhoe_Bay,1177,AK,SNOTEL,North_Slope,30,70.27,-148.57
1175,Quartz_Mountain,706,OR,SNOTEL,Lake,5720,42.32,-120.83
1176,Quartz_Peak,707,WA,SNOTEL,Spokane,4700,47.88,-117.09
1177,Quemazon,708,NM,SNOTEL,Los_Alamos,9500,35.92,-106.39
1178,Ragged_Mountain,1081,ID,SNOTEL,Kootenai,4210,47.86,-117.04
1179,Rainbow_Canyon,1110,NV,SNOTEL,Clark,7860,36.25,-115.63
1180,Rainy_Pass,711,WA,SNOTEL,Chelan,4890,48.52,-120.74
1181,Red_Pine_Ridge,714,UT,SNOTEL,Emery,8988,39.45,-111.27
1182,Red_River_Pass_#2,715,NM,SNOTEL,Colfax,9850,36.7,-105.34
1183,Redden_Mine_Lwr,1225,UT,SNOTEL,Summit,8532,40.68,-111.22
1184,Rees_Flat,1217,UT,SNOTEL,Juab,7206,39.5,-111.73
1185,Reynolds_Creek,2029,ID,SNOTEL,Owyhee,5600,43.29,-116.85
1186,Rio_Santa_Barbara,1254,NM,SNOTEL,Taos,10664,36.07,-105.63
1187,Rock_Creek,720,UT,SNOTEL,Duchesne,7886,40.55,-110.69
1188,Rock_Springs,721,OR,SNOTEL,Grant,5290,44.01,-118.84
1189,Rocky_Basin-Settleme,723,UT,SNOTEL,Tooele,8704,40.44,-112.22
1190,Rocky_Point,973,AK,SNOTEL,Nome,250,64.53,-163.42
1191,Rough_And_Tumble,939,CO,SNOTEL,Park,10360,39.03,-106.08
1192,Rubicon_#2,724,CA,SNOTEL,El_Dorado,7619,39.0,-120.13
1193,Sage_Creek_Basin,1015,WY,SNOTEL,Carbon,7850,41.4,-107.26
1194,Salmon_Meadows,728,WA,SNOTEL,Okanogan,4460,48.66,-119.84
1195,Salt_Creek_Falls,729,OR,SNOTEL,Lane,4220,43.61,-122.12
1196,Salt_River_Summit,730,WY,SNOTEL,Lincoln,7760,42.51,-110.91
1197,Sandstone_RS,732,WY,SNOTEL,Carbon,8150,41.11,-107.17
1198,Santa_Fe,922,NM,SNOTEL,Santa_Fe,11445,35.77,-105.78
1199,Santaquin_Meadows,1280,UT,SNOTEL,Utah,7835,39.92,-111.72
1200,Sasse_Ridge,734,WA,SNOTEL,Kittitas,4340,47.38,-121.06
1201,Savage_Pass,735,ID,SNOTEL,Idaho,6170,46.47,-114.63
1202,Sawtooth,1251,CO,SNOTEL,Boulder,9620,40.14,-105.59
1203,Schneider_Meadows,736,OR,SNOTEL,Baker,5400,45.0,-117.17
1204,Schofield_Pass,737,CO,SNOTEL,Gunnison,10700,39.02,-107.05
1205,Seeley_Creek,742,UT,SNOTEL,Sanpete,9904,39.31,-111.43
1206,Senorita_Divide_#2,744,NM,SNOTEL,Rio_Arriba,8600,36.0,-106.83
1207,Sentinel_Butte,1043,WA,SNOTEL,Ferry,4680,48.86,-118.4
1208,Seventysix_Creek,746,NV,SNOTEL,Elko,7350,41.74,-115.47
1209,Shanghi_Summit,747,ID,SNOTEL,Clearwater,4570,46.57,-115.74
1210,Sharkstooth,1060,CO,SNOTEL,Montezuma,10720,37.5,-108.11
1211,Sheep_Mtn.,749,ID,SNOTEL,Bingham,6570,43.21,-111.69
1212,Sherwin,752,ID,SNOTEL,Latah,3200,46.95,-116.34
1213,Shuree,1169,NM,SNOTEL,Colfax,10100,36.79,-105.24
1214,Sierra_Blanca,1034,NM,SNOTEL,Lincoln,10280,33.4,-105.79
1215,Silver_Creek,756,OR,SNOTEL,Lake,5740,42.96,-121.18
1216,Silver_Creek_Nv,1205,NV,SNOTEL,White_Pine,8215,39.23,-114.24
1217,Silvies,759,OR,SNOTEL,Harney,6990,42.75,-118.69
1218,Sleeping_Woman,783,MT,SNOTEL,Sanders,6150,47.18,-114.33
1219,Slumgullion,762,CO,SNOTEL,Hinsdale,11560,37.99,-107.2
1220,Smiley_Mountain,926,ID,SNOTEL,Custer,9520,43.73,-113.83
1221,Smith__Morehouse,763,UT,SNOTEL,Summit,7631,40.79,-111.09
1222,Snake_River_Station,764,WY,SNOTEL,Teton,6920,44.13,-110.67
1223,Snow_Mountain,767,OR,SNOTEL,Harney,6230,43.95,-119.54
1224,Snowbird,766,UT,SNOTEL,Salt_Lake,9617,40.56,-111.66
1225,Snowstorm_Mtn,1208,NV,SNOTEL,Elko,7384,41.34,-116.98
1226,Soldier_Park,1132,WY,SNOTEL,Johnson,8720,44.35,-107.01
1227,Somsen_Ranch,770,ID,SNOTEL,Caribou,6800,42.95,-111.36
1228,Sonora_Pass,771,CA,SNOTEL,Mono,8770,38.31,-119.6
1229,Sourdough_Gulch,985,WA,SNOTEL,Asotin,4000,46.24,-117.39
1230,South_Brush_Creek,772,WY,SNOTEL,Carbon,8440,41.33,-106.5
1231,South_Mtn.,774,ID,SNOTEL,Owyhee,6500,42.76,-116.9
1232,Spirit_Lk,1117,UT,SNOTEL,Daggett,10235,40.84,-110.01
1233,Spratt_Creek,778,CA,SNOTEL,Alpine,6063,38.67,-119.82
1234,Spur_Park,781,MT,SNOTEL,Judith_Basin,8100,46.78,-110.62
1235,Squaw_Springs,1156,UT,SNOTEL,Piute,9228,38.5,-112.01
1236,Squaw_Valley_G.C.,784,CA,SNOTEL,Placer,8013,39.19,-120.27
1237,Stag_Mountain,1203,NV,SNOTEL,Elko,7628,41.41,-115.45
1238,State_Line,1258,CA,SNOTEL,Modoc,5680,41.99,-120.72
1239,Steel_Creek_Park,790,UT,SNOTEL,Summit,10158,40.91,-110.5
1240,Stickney_Mill,792,ID,SNOTEL,Custer,7430,43.86,-114.21
1241,Strawberry_Divide,795,UT,SNOTEL,Wasatch,8123,40.16,-111.21
1242,Sucker_Creek,798,WY,SNOTEL,Sheridan,8880,44.72,-107.4
1243,Summit_Creek,955,AK,SNOTEL,Kenai_Peninsula,1400,60.62,-149.53
1244,Summit_Lk,1194,NV,SNOTEL,Humboldt,7615,41.49,-119.0
1245,Summit_Meadow,1052,CA,SNOTEL,Alpine,9313,38.4,-119.54
1246,Summit_Ranch,802,CO,SNOTEL,Summit,9400,39.72,-106.16
1247,Sunflower_Flat,1249,UT,SNOTEL,Garfield,10018,38.05,-111.34
1248,Sunset,803,ID,SNOTEL,Shoshone,5540,47.56,-115.82
1249,Susitna_Valley_High,967,AK,SNOTEL,Matanuska-Susitna,375,62.13,-150.04
1250,Suu_Ranch,1248,UT,SNOTEL,Iron,8050,37.6,-112.93
1251,Swede_Peak,805,ID,SNOTEL,Blaine,7640,43.63,-113.97
1252,Tahoe_City_Cross,809,CA,SNOTEL,Placer,6797,39.17,-120.15
1253,Takka_Wiiya,1247,UT,SNOTEL,Juab,9122,39.74,-113.98
1254,Taos_Powderhorn,1168,NM,SNOTEL,Taos,11057,36.58,-105.46
1255,Taylor_Butte,810,OR,SNOTEL,Klamath,5030,42.69,-121.43
1256,Taylor_Canyon,811,NV,SNOTEL,Elko,6325,41.23,-116.03
1257,Temple_Fork,1013,UT,SNOTEL,Cache,7406,41.79,-111.55
1258,Tent_Mtn_Lower,1202,NV,SNOTEL,Elko,7104,40.98,-115.17
1259,Thaynes_Canyon,814,UT,SNOTEL,Summit,9230,40.62,-111.53
1260,Thistle_Flat,1226,UT,SNOTEL,Sanpete,8787,39.24,-111.52
1261,Thumb_Divide,816,WY,SNOTEL,Teton,7980,44.37,-110.58
1262,Timberline,1097,UT,SNOTEL,Carbon,8736,39.68,-110.43
1263,Timpanogos_Divide,820,UT,SNOTEL,Utah,8140,40.43,-111.62
1264,Tipton,821,OR,SNOTEL,Baker,5150,44.66,-118.43
1265,Toe_Jam,1136,NV,SNOTEL,Elko,7700,41.32,-116.34
1266,Togwotee_Pass,822,WY,SNOTEL,Teton,9580,43.75,-110.06
1267,Tokositna_Valley,1089,AK,SNOTEL,Matanuska-Susitna,850,62.63,-150.78
1268,Tony_Grove_Lake,823,UT,SNOTEL,Cache,8474,41.9,-111.63
1269,Tony_Grove_RS,1113,UT,SNOTEL,Cache,6332,41.89,-111.57
1270,Touchet,824,WA,SNOTEL,Columbia,5530,46.12,-117.85
1271,Townsend_Creek,826,WY,SNOTEL,Fremont,8700,42.7,-108.9
1272,Tres_Ritos,1083,NM,SNOTEL,Taos,8600,36.13,-105.53
1273,Trial_Lake,828,UT,SNOTEL,Summit,9992,40.68,-110.95
1274,Triple_Peak,831,WY,SNOTEL,Sublette,8500,42.76,-110.59
1275,Trough,832,WA,SNOTEL,Chelan,5480,47.23,-120.29
1276,Trout_Creek,833,UT,SNOTEL,Uintah,9518,40.74,-109.67
1277,Truckee_#2,834,CA,SNOTEL,Placer,6509,39.3,-120.18
1278,Twelvemile_Creek,835,MT,SNOTEL,Ravalli,5600,46.14,-114.45
1279,Twin_Lakes,836,MT,SNOTEL,Ravalli,6400,46.14,-114.51
1280,Upper_Joes_Valley,1227,UT,SNOTEL,Emery,8596,39.42,-111.25
1281,Upper_Nome_Creek,1090,AK,SNOTEL,Yukon-Koyukuk,2520,65.37,-146.59
1282,Upper_Rio_Grande,839,CO,SNOTEL,Hinsdale,9400,37.72,-107.26
1283,Upper_San_Juan,840,CO,SNOTEL,Mineral,10200,37.49,-106.84
1284,Upper_Taylor,1141,CO,SNOTEL,Gunnison,10640,38.99,-106.75
1285,Upper_Tsaina_River,1055,AK,SNOTEL,Valdez-Cordova,1750,61.19,-145.65
1286,Usu_Doc_Daniel,1098,UT,SNOTEL,Cache,8270,41.86,-111.51
1287,Vacarro_Springs,1137,NV,SNOTEL,Eureka,7890,39.45,-115.98
1288,Vacas_Locas,1017,NM,SNOTEL,Rio_Arriba,9306,36.03,-106.81
1289,Van_Wyck,979,ID,SNOTEL,Washington,4920,44.38,-116.34
1290,Vernon_Creek,844,UT,SNOTEL,Tooele,7401,39.94,-112.41
1291,Virginia_Lakes_Ridge,846,CA,SNOTEL,Mono,9445,38.07,-119.23
1292,Ward_Creek_#3,848,CA,SNOTEL,Placer,6745,39.14,-120.22
1293,Ward_Mountain,849,NV,SNOTEL,White_Pine,9200,39.13,-114.96
1294,Waterhole,974,WA,SNOTEL,Clallam,5010,47.94,-123.43
1295,Webster_Flat,853,UT,SNOTEL,Iron,9203,37.58,-112.9
1296,Wesner_Springs,854,NM,SNOTEL,San_Miguel,11120,35.78,-105.54
1297,West_Yellowstone,924,MT,SNOTEL,Gallatin,6700,44.66,-111.09
1298,Wheeler_Peak,1147,NV,SNOTEL,White_Pine,10060,39.01,-114.31
1299,Whiskey_Ck,857,CO,SNOTEL,Las_Animas,10220,37.21,-105.12
1300,White_Horse_Lake,861,AZ,SNOTEL,Coconino,7180,35.14,-112.15
1301,White_Mill,862,MT,SNOTEL,Park,8700,45.05,-109.91
1302,White_River_#1,864,UT,SNOTEL,Wasatch,8641,39.96,-110.99
1303,White_River_Nv,1213,NV,SNOTEL,White_Pine,7367,38.95,-115.38
1304,Widtsoe_#3,865,UT,SNOTEL,Garfield,9640,37.84,-111.88
1305,Wild_Basin,1042,CO,SNOTEL,Boulder,9560,40.2,-105.6
1306,Wildhorse_Divide,867,ID,SNOTEL,Bannock,6490,42.76,-112.48
1307,Wilson_Creek,871,ID,SNOTEL,Twin_Falls,7120,42.01,-115.0
1308,Windy_Peak,872,WY,SNOTEL,Albany,7900,42.28,-105.58
1309,Wolf_Creek_Summit,874,CO,SNOTEL,Mineral,11000,37.48,-106.8
1310,Wrigley_Creek,1228,UT,SNOTEL,Sanpete,9327,39.13,-111.36
1311,Yankee_Reservoir,1197,UT,SNOTEL,Iron,8692,37.75,-112.77
1312,Zirkel,1033,CO,SNOTEL,Jackson,9340,40.79,-106.6
1313,BLM,900,CA,Soilscape,Amador,622,38.39,-120.91
1314,BLM,901,CA,Soilscape,Amador,628,38.39,-120.91
1315,BLM,902,CA,Soilscape,Amador,621,38.39,-120.91
1316,BLM,903,CA,Soilscape,Amador,629,38.39,-120.9
1317,BLM,904,CA,Soilscape,Amador,624,38.39,-120.91
1318,BLM,905,CA,Soilscape,Amador,642,38.39,-120.9
1319,BLM,906,CA,Soilscape,Amador,621,38.39,-120.91
1320,BLM,907,CA,Soilscape,Amador,615,38.39,-120.91
1321,BLM,908,CA,Soilscape,Amador,623,38.39,-120.91
1322,BLM,909,CA,Soilscape,Amador,641,38.39,-120.9
1323,BLM,910,CA,Soilscape,Amador,615,38.39,-120.91
1324,BLM,911,CA,Soilscape,Amador,623,38.39,-120.91
1325,BLM,912,CA,Soilscape,Amador,633,38.39,-120.9
1326,BLM,913,CA,Soilscape,Amador,624,38.39,-120.91
1327,BLM,914,CA,Soilscape,Amador,610,38.39,-120.91
1328,BLM,915,CA,Soilscape,Amador,602,38.39,-120.91
1329,BLM,916,CA,Soilscape,Amador,603,38.39,-120.91
1330,BLM,1000,CA,Soilscape,Amador,630,38.39,-120.91
1331,BLM,1017,CA,Soilscape,Amador,581,38.39,-120.91
1332,BLM,1018,CA,Soilscape,Amador,612,38.39,-120.91
1333,BLM,1019,CA,Soilscape,Amador,637,38.39,-120.91
1334,BLM,1020,CA,Soilscape,Amador,591,38.39,-120.91
1335,BLM,1021,CA,Soilscape,Amador,588,38.39,-120.91
1336,BLM,1022,CA,Soilscape,Amador,604,38.39,-120.91
1337,BLM,1023,CA,Soilscape,Amador,599,38.39,-120.91
1338,BLM,1024,CA,Soilscape,Amador,598,38.39,-120.91
1339,BLM,1025,CA,Soilscape,Amador,607,38.39,-120.91
1340,BLM,1026,CA,Soilscape,Amador,643,38.39,-120.91
1341,BLM,1027,CA,Soilscape,Amador,590,38.39,-120.9
1342,BLM,1028,CA,Soilscape,Amador,589,38.39,-120.9
1343,BLM,1029,CA,Soilscape,Amador,591,38.39,-120.9
1344,BLM,1030,CA,Soilscape,Amador,610,38.39,-120.91
1345,BLM,1031,CA,Soilscape,Amador,599,38.39,-120.9
1346,Canton,100,OK,Soilscape,Blaine,1749,36.0,-98.63
1347,Canton,101,OK,Soilscape,Blaine,1729,36.0,-98.63
1348,Canton,102,OK,Soilscape,Blaine,1718,36.0,-98.63
1349,Canton,103,OK,Soilscape,Blaine,1714,36.0,-98.63
1350,Canton,104,OK,Soilscape,Blaine,1713,36.0,-98.63
1351,Canton,105,OK,Soilscape,Blaine,1727,36.0,-98.63
1352,Canton,106,OK,Soilscape,Blaine,1717,36.0,-98.63
1353,Canton,107,OK,Soilscape,Blaine,1714,36.0,-98.63
1354,Canton,108,OK,Soilscape,Blaine,1713,36.0,-98.63
1355,Canton,109,OK,Soilscape,Blaine,1725,36.0,-98.63
1356,Canton,110,OK,Soilscape,Blaine,1717,36.0,-98.63
1357,Canton,111,OK,Soilscape,Blaine,1715,36.0,-98.63
1358,Canton,112,OK,Soilscape,Blaine,1713,36.0,-98.63
1359,Canton,113,OK,Soilscape,Blaine,1712,36.0,-98.63
1360,Canton,114,OK,Soilscape,Blaine,1752,36.0,-98.63
1361,Canton,115,OK,Soilscape,Blaine,1751,36.0,-98.63
1362,Canton,116,OK,Soilscape,Blaine,1722,36.0,-98.63
1363,Canton,117,OK,Soilscape,Blaine,1717,36.0,-98.63
1364,Canton,118,OK,Soilscape,Blaine,1714,36.0,-98.63
1365,Canton,119,OK,Soilscape,Blaine,1712,36.0,-98.63
1366,Canton,120,OK,Soilscape,Blaine,1712,36.0,-98.63
1367,Canton,121,OK,Soilscape,Blaine,1747,36.0,-98.63
1368,Kendall,1400,AZ,Soilscape,Cochise,5019,31.74,-109.94
1369,Kendall,1401,AZ,Soilscape,Cochise,4966,31.74,-109.94
1370,Kendall,1402,AZ,Soilscape,Cochise,4978,31.74,-109.94
1371,Kendall,1403,AZ,Soilscape,Cochise,4992,31.74,-109.94
1372,Kendall,1404,AZ,Soilscape,Cochise,4987,31.74,-109.94
1373,Kendall,1405,AZ,Soilscape,Cochise,4973,31.74,-109.94
1374,Kendall,1406,AZ,Soilscape,Cochise,4967,31.74,-109.94
1375,Kendall,1407,AZ,Soilscape,Cochise,4949,31.74,-109.95
1376,Kendall,1408,AZ,Soilscape,Cochise,4964,31.74,-109.95
1377,Kendall,1409,AZ,Soilscape,Cochise,4991,31.74,-109.95
1378,LuckyHills,1500,AZ,Soilscape,Cochise,4506,31.74,-110.05
1379,LuckyHills,1501,AZ,Soilscape,Cochise,4477,31.74,-110.05
1380,LuckyHills,1502,AZ,Soilscape,Cochise,4482,31.74,-110.05
1381,LuckyHills,1503,AZ,Soilscape,Cochise,4487,31.74,-110.05
1382,LuckyHills,1504,AZ,Soilscape,Cochise,4481,31.74,-110.05
1383,LuckyHills,1505,AZ,Soilscape,Cochise,4510,31.74,-110.05
1384,LuckyHills,1506,AZ,Soilscape,Cochise,4501,31.74,-110.05
1385,LuckyHills,1507,AZ,Soilscape,Cochise,4491,31.74,-110.05
1386,NewHogan,500,CA,Soilscape,Calaveras,772,38.15,-120.79
1387,NewHogan,501,CA,Soilscape,Calaveras,695,38.15,-120.79
1388,NewHogan,502,CA,Soilscape,Calaveras,706,38.15,-120.79
1389,NewHogan,503,CA,Soilscape,Calaveras,703,38.15,-120.79
1390,NewHogan,504,CA,Soilscape,Calaveras,700,38.15,-120.79
1391,NewHogan,505,CA,Soilscape,Calaveras,708,38.15,-120.79
1392,NewHogan,506,CA,Soilscape,Calaveras,707,38.15,-120.79
1393,NewHogan,507,CA,Soilscape,Calaveras,736,38.15,-120.79
1394,NewHogan,508,CA,Soilscape,Calaveras,740,38.15,-120.79
1395,NewHogan,509,CA,Soilscape,Calaveras,737,38.15,-120.79
1396,NewHogan,510,CA,Soilscape,Calaveras,744,38.15,-120.79
1397,NewHogan,511,CA,Soilscape,Calaveras,718,38.15,-120.79
1398,NewHogan,512,CA,Soilscape,Calaveras,716,38.15,-120.79
1399,NewHogan,513,CA,Soilscape,Calaveras,721,38.15,-120.79
1400,NewHogan,514,CA,Soilscape,Calaveras,742,38.15,-120.79
1401,NewHogan,515,CA,Soilscape,Calaveras,776,38.15,-120.79
1402,NewHogan,516,CA,Soilscape,Calaveras,766,38.15,-120.79
1403,NewHogan,517,CA,Soilscape,Calaveras,771,38.15,-120.79
1404,NewHogan,518,CA,Soilscape,Calaveras,772,38.15,-120.79
1405,NewHogan,700,CA,Soilscape,Calaveras,771,38.17,-120.81
1406,NewHogan,701,CA,Soilscape,Calaveras,764,38.17,-120.8
1407,NewHogan,702,CA,Soilscape,Calaveras,737,38.17,-120.81
1408,NewHogan,703,CA,Soilscape,Calaveras,759,38.17,-120.81
1409,NewHogan,704,CA,Soilscape,Calaveras,748,38.17,-120.81
1410,NewHogan,705,CA,Soilscape,Calaveras,732,38.17,-120.81
1411,NewHogan,706,CA,Soilscape,Calaveras,784,38.17,-120.81
1412,NewHogan,707,CA,Soilscape,Calaveras,741,38.17,-120.81
1413,NewHogan,708,CA,Soilscape,Calaveras,726,38.17,-120.81
1414,NewHogan,709,CA,Soilscape,Calaveras,727,38.17,-120.81
1415,NewHogan,710,CA,Soilscape,Calaveras,754,38.17,-120.8
1416,NewHogan,711,CA,Soilscape,Calaveras,768,38.17,-120.8
1417,NewHogan,712,CA,Soilscape,Calaveras,784,38.17,-120.8
1418,NewHogan,713,CA,Soilscape,Calaveras,781,38.17,-120.8
1419,NewHogan,715,CA,Soilscape,Calaveras,746,38.17,-120.8
1420,Terradoro,1300,CA,Soilscape,Amador,1626,38.51,-120.8
